Number_of_cities;Dataset;Fitness;Solution;Drone;Truck;A
50;C101_1.dat;520,8128008;[[[[0, [43, 46, 36, 33, 49]], [20, [20, 31, 35]], [43, []], [40, [40, 44, 48, 42, 45, 47]], [44, []], [42, []], [48, []], [45, []], [46, [34, 32]], [50, [50, 37, 39]], [31, []], [35, []], [37, [38, 41]], [38, []], [39, []], [36, []], [34, []], [33, []], [32, []], [49, []], [47, []], [41, []]], [[0, []], [23, [23, 13, 11, 16, 1]], [5, [5, 19, 4]], [3, [3, 2]], [11, []], [10, [10, 26]], [7, [7, 18, 14]], [8, [8, 15, 17, 28, 22]], [4, []], [2, []], [1, []], [6, [6, 9]], [9, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12, 25]], [13, []], [30, [30, 29]], [29, [21, 24]], [28, []], [26, []], [24, []], [27, [27]], [25, []], [22, []], [21, []]]], [[[23, [13, 11, 1]]], [[23, [23, 16]]], [[5, [5, 19, 4]]], [[3, [3, 2]]], [[10, [10, 26]]], [[7, [7, 18, 14]]], [[20, [20, 31, 35]]], [[8, [8, 15, 22]]], [[8, [17, 28]]], [[6, [6, 9]]], [[40, [40, 44, 48, 42, 45, 47]]], [[46, [34, 32]]], [[50, [50, 37, 39]]], [[12, [12, 25]]], [[37, [38, 41]]], [[30, [30, 29]]], [[29, [21, 24]]], [[27, [27]]]]];2;2;8
50;C101_2.5.dat;886,6155281;[[[[0, [36, 48, 44, 41, 42, 45, 29, 43, 46, 47, 40, 31, 35, 50, 38, 37, 33, 25, 34, 49, 23]], [23, []], [25, []], [29, []], [32, [32, 20]], [33, []], [34, []], [36, []], [39, [39]], [38, []], [37, []], [35, []], [31, []], [50, []], [48, []], [45, []], [46, []], [44, []], [40, []], [41, []], [42, []], [43, []], [47, []], [49, []], [20, []]], [[0, [13, 18, 19, 15, 16, 8, 6, 2, 1, 3, 5, 17, 7, 9, 14, 4, 12, 10, 11, 21, 28]], [24, [24, 26]], [27, [27]], [28, []], [26, []], [30, [30, 22]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [11, []], [9, []], [8, []], [7, []], [6, []], [2, []], [1, []], [4, []], [3, []], [5, []], [10, []], [22, []], [21, []]]], [[[24, [24, 26]]], [[27, [27]]], [[30, [30, 22]]], [[32, [32, 20]]], [[39, [39]]]]];2;2;2
50;C101_2.5.dat;877;[[[[0, [18, 19, 11, 14, 16, 2, 1, 24, 6, 26, 29, 15, 22]], [7, [7, 4, 23]], [8, [8]], [4, []], [5, [5]], [9, [9]], [6, []], [2, [12, 17, 30]], [1, []], [3, [3, 10]], [11, []], [10, []], [12, []], [16, []], [14, []], [15, []], [19, []], [18, []], [17, []], [13, [13]], [30, []], [26, []], [24, []], [29, []], [27, [27]], [28, [28]], [23, []], [22, []], [21, [21]]], [[0, [34, 36, 42, 37, 38, 41, 35, 33, 31, 39, 25, 43, 49, 40, 46, 45, 50]], [41, []], [40, []], [44, [44]], [42, []], [43, []], [47, [47]], [49, []], [46, []], [45, []], [48, [48]], [50, []], [31, []], [35, []], [32, [32, 20]], [33, []], [37, []], [38, []], [39, []], [36, []], [34, []], [25, []], [20, []]]], [[[7, [7, 4, 23]]], [[8, [8]]], [[5, [5]]], [[9, [9]]], [[2, [12, 17, 30]]], [[3, [3, 10]]], [[44, [44]]], [[47, [47]]], [[48, [48]]], [[13, [13]]], [[32, [32, 20]]], [[27, [27]]], [[28, [28]]], [[21, [21]]]]];2;2;4
50;C101_2.5.dat;771,8284852;[[[[0, []], [23, [23, 49, 46]], [29, [29, 35]], [35, []], [33, [33]], [24, [24, 22, 43]], [49, []], [28, [31, 28, 36]], [21, [21, 38, 45, 44, 50, 20]], [20, []], [45, []], [42, [42]], [43, []], [47, [47, 48]], [50, []], [48, []], [40, [40, 41]], [41, []], [44, []], [46, []], [31, []], [32, [32, 37, 39, 34]], [37, []], [38, []], [39, []], [36, []], [34, []], [25, [25]], [22, []]], [[0, [1]], [26, [26, 11, 16]], [13, [13, 5]], [11, []], [4, [4, 2]], [5, []], [3, [3, 10, 19]], [1, []], [2, []], [14, [14, 18]], [16, []], [19, []], [18, []], [10, []], [8, [8, 15, 17]], [17, []], [15, []], [12, [12, 30, 9, 27, 7]], [30, []], [27, []], [7, []], [9, []], [6, [6]]]], [[[23, [23, 49, 46]]], [[26, [26, 11, 16]]], [[13, [13, 5]]], [[29, [29, 35]]], [[4, [4, 2]]], [[33, [33]]], [[3, [3, 10, 19]]], [[24, [24, 22, 43]]], [[28, [31, 28, 36]]], [[14, [14, 18]]], [[21, [38, 45, 50, 20]]], [[21, [21, 44]]], [[8, [8, 15, 17]]], [[42, [42]]], [[47, [47, 48]]], [[12, [12, 30, 9, 27, 7]]], [[40, [40, 41]]], [[32, [39, 34]]], [[32, [32, 37]]], [[6, [6]]], [[25, [25]]]]];2;2;8
50;C101_2.dat;771;[[[[0, [9, 8, 1, 15, 19, 18, 30, 16, 12, 14, 28, 6, 27, 4, 22, 26, 10, 3, 11, 7]], [5, [5]], [3, []], [7, []], [6, []], [4, []], [1, []], [2, [2]], [9, []], [8, []], [10, []], [11, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17]], [13, [13]], [30, []], [26, []], [28, []], [27, []], [25, [25]], [22, []], [23, [23]], [21, [21]]], [[0, [41, 39, 36, 34, 42, 46, 48, 31, 33, 35, 32, 37, 38, 29, 45, 49, 24, 20, 40, 44, 43]], [40, []], [44, []], [42, []], [41, []], [43, []], [49, []], [47, [47]], [46, []], [45, []], [48, []], [50, [50]], [31, []], [35, []], [33, []], [32, []], [37, []], [38, []], [39, []], [36, []], [34, []], [29, []], [24, []], [20, []]]], [[[5, [5]]], [[2, [2]]], [[47, [47]]], [[50, [50]]], [[17, [17]]], [[13, [13]]], [[25, [25]]], [[23, [23]]], [[21, [21]]]]];2;2;2
50;C101_2.dat;759;[[[[0, [15, 19, 18, 16, 8, 10, 7, 3, 11, 30, 9, 12, 14, 20, 2, 1, 4, 28, 27, 22, 26]], [7, []], [3, []], [5, [5]], [4, []], [1, []], [2, []], [6, [6]], [9, []], [8, []], [10, []], [11, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17]], [13, [13]], [30, []], [28, []], [27, []], [25, [25]], [26, []], [23, [23]], [22, []], [21, [21]], [20, []]], [[0, [41, 40, 42, 43, 45, 44, 31, 35, 33, 32, 37, 34, 39, 36, 49, 48, 29, 38, 24, 46]], [43, []], [42, []], [41, []], [40, []], [44, []], [45, []], [46, []], [47, [47]], [49, []], [48, []], [50, [50]], [31, []], [35, []], [37, []], [38, []], [39, []], [36, []], [34, []], [33, []], [32, []], [29, []], [24, []]]], [[[5, [5]]], [[6, [6]]], [[47, [47]]], [[50, [50]]], [[17, [17]]], [[13, [13]]], [[25, [25]]], [[23, [23]]], [[21, [21]]]]];2;2;4
50;C101_2.dat;700,4069361;[[[[0, []], [26, [26]], [49, [49, 16]], [43, [43, 29, 13, 19]], [29, []], [33, [33, 22]], [22, []], [20, [20, 14, 18, 15]], [28, [28, 6, 17]], [13, []], [17, []], [19, []], [18, []], [14, []], [12, [12, 30]], [16, []], [15, []], [30, []], [8, [8, 9]], [9, []], [6, []]], [[0, [23]], [4, [4, 1, 35, 11, 2, 3, 5]], [2, []], [3, []], [10, [10, 31]], [11, []], [1, []], [5, []], [7, [7, 36]], [23, [50, 38]], [21, [21, 47, 45]], [47, []], [42, [42, 44]], [41, [41, 46]], [40, [40, 39]], [44, []], [46, []], [45, []], [48, [48, 37]], [50, []], [31, []], [35, []], [36, [34, 25, 24]], [39, []], [38, []], [37, []], [32, [32, 27]], [34, []], [27, []], [25, []], [24, []]]], [[[26, [26]]], [[4, [1, 35]]], [[49, [49, 16]]], [[43, [13, 19]]], [[43, [43, 29]]], [[4, [4, 2, 3]]], [[4, [11, 5]]], [[33, [33, 22]]], [[10, [10, 31]]], [[7, [7, 36]]], [[20, [20, 18]]], [[23, [50, 38]]], [[21, [21, 47, 45]]], [[20, [14, 15]]], [[28, [28, 6, 17]]], [[42, [42, 44]]], [[41, [41, 46]]], [[40, [40, 39]]], [[48, [48, 37]]], [[12, [12, 30]]], [[36, [34, 25, 24]]], [[32, [32, 27]]], [[8, [8, 9]]]]];2;2;8
50;C101_2.dat_50;854,9528075;[[[[0, [18, 14, 50, 48, 19, 13, 16, 9, 4, 1, 15, 17, 42, 40, 47, 6, 26]], [41, [41]], [42, []], [40, []], [48, []], [50, []], [47, []], [26, []], [28, [28, 11]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12]], [11, []], [6, []], [8, [8, 3]], [9, []], [2, [2, 5]], [1, []], [4, []], [3, []], [5, []], [7, [7]], [10, [10]]], [[0, [35, 43, 33, 29, 23]], [49, [49]], [46, [46]], [31, [31, 36]], [43, []], [44, [44]], [45, [45]], [20, [20, 39]], [23, []], [30, [30]], [27, [27]], [22, [22]], [25, [25, 37]], [24, [24]], [32, [32]], [33, []], [37, []], [38, [38]], [35, []], [39, []], [36, []], [34, [34]], [29, []], [21, [21]]]], [[[49, [49]]], [[46, [46]]], [[31, [31]]], [[31, [36]]], [[44, [44]]], [[45, [45]]], [[20, [20]]], [[20, [39]]], [[41, [41]]], [[30, [30]]], [[27, [27]]], [[22, [22]]], [[25, [25, 37]]], [[24, [24]]], [[28, [28, 11]]], [[32, [32]]], [[38, [38]]], [[12, [12]]], [[34, [34]]], [[8, [8, 3]]], [[2, [2, 5]]], [[7, [7]]], [[10, [10]]], [[21, [21]]]]];2;2;4
50;C101_3.dat;996,0216968;[[[[0, [27, 29, 30, 34, 36, 40, 41, 38, 37, 39, 32, 31, 35, 33, 47]], [40, []], [41, []], [47, []], [31, []], [35, []], [32, []], [33, []], [37, []], [38, []], [39, []], [36, []], [34, []], [29, []], [30, []], [27, []], [24, [24]], [21, [21]], [20, [20]]], [[0, [49, 13, 19, 15, 16, 14, 11, 3, 26, 5, 22, 46, 45, 4, 23, 8, 6, 1]], [43, [43, 18]], [42, [42, 50]], [50, []], [46, []], [44, [44]], [45, []], [48, [48]], [49, []], [22, []], [25, [25, 9]], [26, []], [28, [28]], [13, []], [17, [17, 12, 7]], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [11, []], [9, []], [8, []], [6, []], [2, [2]], [1, []], [4, []], [5, []], [3, []], [7, []], [10, [10]], [23, []]]], [[[43, [43, 18]]], [[42, [42, 50]]], [[44, [44]]], [[48, [48]]], [[25, [25, 9]]], [[28, [28]]], [[17, [17]]], [[17, [12, 7]]], [[2, [2]]], [[10, [10]]], [[24, [24]]], [[21, [21]]], [[20, [20]]]]];2;2;2
50;C101_3.dat;983;[[[[0, [41, 40, 44, 45, 48, 39, 36, 33, 37, 38, 42, 27, 49, 22, 6]], [42, []], [41, []], [40, []], [44, []], [45, []], [48, []], [49, []], [33, []], [37, []], [38, []], [39, []], [36, []], [27, []], [22, []], [6, []]], [[0, [23, 26, 1]], [26, []], [1, []], [5, [5, 16]], [2, [2, 46]], [11, [11]], [13, [13, 43]], [29, [29, 19]], [35, [35]], [31, [31, 18]], [50, [50, 4]], [46, []], [43, []], [47, [47, 3]], [21, [21, 20]], [23, [15, 7]], [8, [8]], [4, []], [7, []], [3, []], [10, [10, 24]], [9, [9, 12]], [12, []], [14, [14]], [16, []], [15, []], [19, []], [18, []], [17, [17, 28]], [30, [30, 25]], [28, []], [25, []], [24, []], [32, [32]], [34, [34]], [20, []]]], [[[5, [5, 16]]], [[2, [2, 46]]], [[11, [11]]], [[13, [13, 43]]], [[29, [29]]], [[29, [19]]], [[35, [35]]], [[31, [31, 18]]], [[50, [50, 4]]], [[47, [47, 3]]], [[21, [21, 20]]], [[23, [15, 7]]], [[8, [8]]], [[10, [10, 24]]], [[9, [9, 12]]], [[14, [14]]], [[17, [17, 28]]], [[30, [30, 25]]], [[32, [32]]], [[34, [34]]]]];2;2;4
50;C101_3.dat;865,6227766;[[[[0, []], [49, [49, 26, 43, 35]], [26, []], [33, [33, 46]], [35, []], [43, []], [22, [22]], [36, [36, 31]], [31, []], [46, []], [50, [50, 38, 42, 44, 20]], [41, [41, 45]], [42, []], [44, []], [40, [40, 48]], [45, []], [48, []], [32, [32, 37]], [37, []], [38, []], [39, [39, 34]], [34, []], [27, [27, 25]], [25, []], [20, []]], [[0, [1]], [13, [13, 16, 11]], [16, []], [23, [23, 2]], [10, [10]], [11, []], [4, [4, 3]], [1, []], [2, []], [29, [29]], [24, [24, 7, 14, 18]], [47, [47, 19, 5]], [28, [28, 17, 8, 6, 21]], [7, []], [3, []], [5, []], [8, []], [6, []], [9, [9, 12, 15, 30]], [12, []], [14, []], [15, []], [19, []], [18, []], [17, []], [30, []], [21, []]]], [[[13, [13, 16, 11]]], [[49, [49, 26, 43, 35]]], [[23, [23, 2]]], [[33, [33, 46]]], [[10, [10]]], [[4, [4, 3]]], [[29, [29]]], [[22, [22]]], [[24, [24, 7, 14, 18]]], [[36, [36, 31]]], [[47, [47, 19, 5]]], [[28, [28, 8, 21]]], [[28, [17, 6]]], [[50, [50, 38, 42, 44, 20]]], [[41, [41, 45]]], [[40, [40, 48]]], [[9, [9, 12, 15, 30]]], [[32, [32, 37]]], [[39, [39, 34]]], [[27, [27, 25]]]]];2;2;8
50;C101_3.dat_50;984;[[[[0, [4, 7, 3, 19, 24, 1, 22, 6, 15, 23]], [20, [20, 18, 2, 49, 13]], [23, []], [22, []], [21, [21, 5, 10, 16]], [10, []], [11, [11]], [8, [8]], [7, []], [3, []], [5, []], [4, []], [1, []], [2, []], [6, []], [9, [9, 17, 43]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, [14]], [12, [12, 47]], [29, [29]], [24, []], [49, []], [47, []], [43, []]], [[0, [37, 38, 36, 39, 31, 35, 46, 28, 33, 48, 44, 50, 34, 30, 42, 27, 26, 40]], [27, []], [25, [25, 32]], [26, []], [28, []], [30, []], [34, []], [36, []], [39, []], [38, []], [37, []], [33, []], [32, []], [31, []], [35, []], [50, []], [48, []], [45, [45]], [46, []], [42, []], [44, []], [40, []], [41, [41]]]], [[[20, [49, 13]]], [[20, [20, 18, 2]]], [[21, [5, 16]]], [[21, [21, 10]]], [[11, [11]]], [[8, [8]]], [[9, [9, 17, 43]]], [[25, [25, 32]]], [[14, [14]]], [[12, [12, 47]]], [[29, [29]]], [[45, [45]]], [[41, [41]]]]];2;2;4
50;C201_0.5.dat;635,3564539;[[[[0, [8, 2, 1, 11, 10, 27, 3, 7, 20, 24, 5, 30, 29, 42, 41, 46, 44, 40, 6]], [5, []], [4, [4, 49]], [3, []], [7, []], [1, []], [2, []], [11, []], [10, []], [8, []], [21, [21]], [20, []], [24, []], [27, []], [30, []], [29, []], [6, []], [42, []], [41, []], [46, []], [44, []], [40, []], [49, []]], [[0, [9, 14, 16, 15, 19, 13, 25, 26, 18, 23, 22, 38, 35, 33, 31, 34, 36, 39, 45, 48]], [22, []], [9, []], [12, [12, 32]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17]], [13, []], [25, []], [23, []], [26, []], [28, [28]], [34, []], [36, []], [39, []], [38, []], [37, [37]], [35, []], [33, []], [32, []], [31, []], [50, [50]], [45, []], [47, [47]], [43, [43]], [48, []]]], [[[4, [4, 49]]], [[12, [12, 32]]], [[17, [17]]], [[21, [21]]], [[28, [28]]], [[37, [37]]], [[50, [50]]], [[47, [47]]], [[43, [43]]]]];2;2;2
50;C201_0.5.dat;628,8312649;[[[[0, [35, 26, 23, 15, 25, 18, 19, 36, 13, 38, 14, 34, 33, 6, 20, 29, 30, 24, 27, 31, 9, 39]], [24, []], [27, []], [30, []], [29, []], [6, []], [34, []], [33, []], [32, [32, 12]], [31, []], [35, []], [37, [37]], [38, []], [39, []], [36, []], [28, [28]], [26, []], [23, []], [18, []], [19, []], [14, []], [12, []], [16, [16]], [15, []], [17, [17]], [13, []], [25, []], [9, []], [21, [21]], [20, []]], [[0, [45, 44, 40, 49, 3, 7, 1, 2, 46, 11, 5, 22, 10, 8, 42, 41]], [48, [48, 4]], [47, [47]], [43, [43]], [42, []], [45, []], [50, [50]], [41, []], [46, []], [44, []], [40, []], [49, []], [4, []], [3, []], [7, []], [1, []], [2, []], [5, []], [11, []], [10, []], [8, []], [22, []]]], [[[48, [48, 4]]], [[47, [47]]], [[43, [43]]], [[50, [50]]], [[32, [32, 12]]], [[37, [37]]], [[28, [28]]], [[16, [16]]], [[17, [17]]], [[21, [21]]]]];2;2;4
50;C201_0.5.dat;581;[[[[0, []], [5, [5, 4, 46, 1, 43]], [4, []], [3, [3, 49, 29]], [7, [7, 2]], [1, []], [2, []], [49, []], [40, [40, 44]], [44, []], [46, []], [42, [42, 47, 45]], [41, [41]], [43, []], [47, []], [45, []], [50, [31, 22, 50, 6]], [31, []], [6, []], [29, []], [30, [30]], [27, [27, 24]], [24, []], [22, []], [20, [20]]], [[0, [23, 18, 8, 19, 16, 36, 15, 10, 13, 17, 14, 38, 28, 35, 33]], [21, [21, 26, 11]], [8, [48, 37, 34, 32]], [10, []], [11, []], [9, [9, 25, 12, 39]], [25, []], [13, []], [17, []], [16, []], [14, []], [12, []], [15, []], [19, []], [18, []], [23, []], [26, []], [28, []], [36, []], [39, []], [38, []], [37, []], [35, []], [33, []], [34, []], [32, []], [48, []]]], [[[5, [4, 46, 1, 43]]], [[5, [5]]], [[3, [3, 49, 29]]], [[7, [7, 2]]], [[21, [21, 26, 11]]], [[8, [48, 37, 34, 32]]], [[9, [9, 25]]], [[9, [12, 39]]], [[40, [40, 44]]], [[42, [42, 47, 45]]], [[41, [41]]], [[50, [31, 22]]], [[50, [50, 6]]], [[30, [30]]], [[27, [27, 24]]], [[20, [20]]]]];2;2;8
50;C201_0.5.dat_50;666,4322334;[[[[0, [31, 39, 49, 50, 33, 47, 6, 38, 43, 35, 42, 41, 20]], [48, [48, 37, 45]], [43, []], [47, []], [45, []], [44, [44]], [40, [40]], [49, []], [46, [46]], [42, []], [41, []], [50, [32, 24]], [31, []], [35, []], [36, [36]], [37, []], [39, []], [38, []], [33, []], [32, []], [6, []], [34, [34]], [29, [29]], [30, [30]], [27, [27]], [24, []], [20, []]], [[0, [2, 3, 5, 11, 13, 21, 16, 18, 23, 15, 4, 26, 22]], [22, []], [21, [25, 12]], [8, [8, 1, 9]], [5, []], [2, []], [1, []], [3, []], [7, [7, 19]], [4, []], [10, [10]], [11, []], [9, []], [25, []], [13, []], [14, [14]], [12, []], [16, []], [15, []], [19, []], [17, [17, 28]], [18, []], [23, []], [26, []], [28, []]]], [[[21, [25, 12]]], [[48, [48, 37, 45]]], [[8, [8, 1]]], [[8, [9]]], [[44, [44]]], [[40, [40]]], [[7, [7, 19]]], [[46, [46]]], [[50, [32, 24]]], [[10, [10]]], [[36, [36]]], [[14, [14]]], [[17, [17, 28]]], [[34, [34]]], [[29, [29]]], [[30, [30]]], [[27, [27]]]]];2;2;4
50;C201_1.5.dat;909;[[[[0, [5, 1, 46, 43, 10, 2, 8, 42, 3, 44, 11, 49, 40, 20, 48, 21, 50, 41, 45]], [5, []], [4, [4]], [3, []], [7, [7]], [1, []], [2, []], [11, []], [9, [9, 47]], [10, []], [8, []], [21, []], [20, []], [47, []], [50, []], [45, []], [46, []], [49, []], [40, []], [44, []], [41, []], [42, []], [43, []], [48, []]], [[0, [39, 36, 26, 6, 37, 23, 38, 28, 35, 31, 19, 13, 25, 27, 18, 17, 32, 34, 15, 16, 24, 30, 22]], [22, []], [27, []], [6, []], [32, []], [33, [33]], [31, []], [35, []], [37, []], [38, []], [39, []], [34, []], [36, []], [28, []], [26, []], [23, []], [18, []], [19, []], [16, []], [12, [12, 29]], [14, [14]], [15, []], [17, []], [13, []], [25, []], [30, []], [29, []], [24, []]]], [[[4, [4]]], [[7, [7]]], [[33, [33]]], [[9, [9, 47]]], [[12, [12, 29]]], [[14, [14]]]]];2;2;2
50;C201_1.5.dat;896,5601501;[[[[0, [39, 31, 48, 35, 50, 40, 42, 29, 43, 46, 38, 44, 20, 49, 41]], [48, []], [45, [45]], [41, []], [46, []], [40, []], [49, []], [44, []], [43, []], [42, []], [50, []], [31, []], [35, []], [38, []], [39, []], [34, [34]], [30, [30]], [29, []], [20, []], [27, [27]], [22, [22]]], [[0, [16, 26, 11, 23, 13, 1]], [1, []], [3, [3]], [4, [4, 33]], [5, [5, 2]], [2, []], [7, [7, 14]], [11, []], [10, [10, 36]], [8, [8]], [21, [21, 28, 15]], [47, [47, 6]], [6, []], [32, [32]], [33, []], [37, [37]], [36, []], [28, [9, 24]], [26, []], [23, []], [18, [18]], [19, [19]], [16, []], [13, []], [17, [17, 12]], [15, []], [14, []], [12, []], [9, []], [25, [25]], [24, []]]], [[[3, [3]]], [[4, [4, 33]]], [[5, [5, 2]]], [[7, [7, 14]]], [[10, [10, 36]]], [[8, [8]]], [[21, [21, 28]]], [[21, [15]]], [[45, [45]]], [[47, [47, 6]]], [[32, [32]]], [[37, [37]]], [[28, [9, 24]]], [[18, [18]]], [[19, [19]]], [[17, [17, 12]]], [[34, [34]]], [[30, [30]]], [[25, [25]]], [[27, [27]]], [[22, [22]]]]];2;2;4
50;C201_1.5.dat;742,6619038;[[[[0, []], [49, [49, 46, 35]], [46, []], [31, [31, 22]], [35, []], [33, [33, 43, 29]], [29, []], [50, [50, 24]], [47, [47, 45, 44]], [45, []], [44, []], [40, [40, 6]], [41, [41, 38, 42]], [42, []], [43, []], [48, [48, 37, 34]], [32, [32, 27, 36, 39]], [34, []], [36, []], [39, []], [38, []], [37, []], [6, []], [24, []], [27, []], [22, []], [20, [20]]], [[0, []], [13, [13, 26]], [5, [5, 11, 16, 1]], [11, [23, 3, 4, 2]], [3, []], [4, []], [1, [18, 19]], [7, [7, 10, 14]], [2, []], [10, []], [8, [8, 28, 15]], [21, [21, 9, 12, 17]], [28, []], [26, []], [23, []], [18, []], [17, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [25, [25, 30]], [30, []]]], [[[49, [49, 46, 35]]], [[13, [13, 26]]], [[5, [16, 1]]], [[5, [5, 11]]], [[11, [23, 3, 4, 2]]], [[31, [31, 22]]], [[33, [33, 43, 29]]], [[1, [18, 19]]], [[7, [7, 10, 14]]], [[50, [50, 24]]], [[47, [47, 45, 44]]], [[8, [8, 28, 15]]], [[21, [21, 9, 12, 17]]], [[40, [40, 6]]], [[41, [41, 38, 42]]], [[48, [37, 34]]], [[48, [48]]], [[32, [36, 39]]], [[32, [32, 27]]], [[25, [25, 30]]], [[20, [20]]]]];2;2;8
50;C201_1.dat;787;[[[[0, [47, 31, 35, 45, 44, 48, 49, 40, 37, 38, 34, 33, 32, 43, 27, 8, 30, 21, 41]], [48, []], [41, []], [42, [42]], [44, []], [49, []], [40, []], [46, [46]], [43, []], [47, []], [45, []], [50, [50]], [31, []], [35, []], [37, []], [38, []], [39, [39, 22]], [34, []], [33, []], [32, []], [6, [6]], [29, [29]], [30, []], [27, []], [22, []], [21, []], [8, []]], [[0, [5, 4, 3, 1, 2, 11, 13, 15, 16, 14, 18, 23, 26, 7, 17, 12, 10, 36, 28, 20, 25]], [5, []], [4, []], [3, []], [7, []], [1, []], [2, []], [11, []], [10, []], [9, [9, 24]], [13, []], [17, []], [15, []], [16, []], [14, []], [12, []], [19, [19]], [18, []], [25, []], [23, []], [26, []], [28, []], [36, []], [24, []], [20, []]]], [[[42, [42]]], [[46, [46]]], [[9, [9, 24]]], [[50, [50]]], [[19, [19]]], [[39, [39, 22]]], [[6, [6]]], [[29, [29]]]]];2;2;2
50;C201_1.dat;772;[[[[0, [37, 38, 34, 36, 22, 48, 32, 33, 35, 31, 24, 45, 47, 43, 49, 21, 40, 44, 27, 20, 41]], [48, []], [41, []], [46, [46]], [49, []], [40, []], [44, []], [45, []], [47, []], [43, []], [42, [42]], [50, [50]], [31, []], [32, []], [33, []], [35, []], [37, []], [38, []], [39, [39]], [36, []], [34, []], [6, [6]], [29, [29]], [27, []], [24, []], [22, []], [21, []], [20, []]], [[0, [7, 17, 12, 9, 11, 13, 5, 18, 16, 14, 15, 23, 25, 10, 26, 4, 3, 2, 8, 28, 30, 1]], [5, []], [4, []], [3, []], [7, []], [1, []], [2, []], [11, []], [9, []], [13, []], [17, []], [15, []], [16, []], [12, []], [14, []], [19, [19]], [18, []], [23, []], [26, []], [28, []], [30, []], [25, []], [10, []], [8, []]]], [[[46, [46]]], [[42, [42]]], [[50, [50]]], [[19, [19]]], [[39, [39]]], [[6, [6]]], [[29, [29]]]]];2;2;4
50;C201_1.dat;677,2147277;[[[[0, [35, 43]], [5, [5, 49, 46, 3, 29]], [2, [2]], [3, []], [7, [7, 31]], [49, []], [40, [40, 42, 6]], [44, [44, 50]], [46, []], [45, [45, 33]], [42, []], [41, [41, 47]], [48, [48, 32]], [43, []], [47, []], [50, []], [31, []], [35, []], [33, []], [32, []], [6, []], [29, []], [30, [30, 21]], [21, []]], [[0, [26, 1]], [11, [11, 16, 23, 13]], [1, []], [4, [4, 24, 22, 19]], [10, [10, 36]], [8, [8, 14, 15, 20]], [9, [9, 17, 18]], [25, [25, 12, 37, 39]], [15, []], [19, []], [16, []], [14, []], [12, []], [13, []], [17, []], [18, []], [23, []], [26, []], [34, [34, 27, 28, 38]], [37, []], [38, []], [39, []], [36, []], [28, []], [27, []], [24, []], [22, []], [20, []]]], [[[11, [23, 13]]], [[11, [11, 16]]], [[5, [5, 49, 46]]], [[5, [3, 29]]], [[2, [2]]], [[4, [4, 24, 22, 19]]], [[7, [7, 31]]], [[10, [10, 36]]], [[8, [14, 20]]], [[8, [8, 15]]], [[9, [9, 17, 18]]], [[25, [25, 12, 37, 39]]], [[40, [40, 42, 6]]], [[44, [44, 50]]], [[45, [45, 33]]], [[41, [41, 47]]], [[48, [48, 32]]], [[34, [28, 38]]], [[34, [34, 27]]], [[30, [30, 21]]]]];2;2;8
50;C201_2.5.dat;1228;[[[[0, [41, 42, 23, 26, 25, 45, 33, 40, 50, 31, 35, 32, 44, 49, 38, 36, 27, 34, 24]], [48, [48, 20]], [41, []], [42, []], [46, [46]], [49, []], [40, []], [44, []], [45, []], [50, []], [31, []], [35, []], [33, []], [32, []], [37, [37]], [38, []], [39, [39]], [36, []], [34, []], [26, []], [23, []], [25, []], [27, []], [24, []], [20, []]], [[0, [8, 18, 1, 3, 4, 13, 17, 19, 15, 2, 11, 29, 22, 10, 5, 14, 16, 28]], [43, [43]], [47, [47]], [21, [21]], [8, []], [10, []], [2, []], [1, []], [7, [7]], [3, []], [4, []], [5, []], [11, []], [9, [9]], [12, [12]], [14, []], [16, []], [19, []], [15, []], [13, []], [17, []], [18, []], [28, []], [6, [6]], [29, []], [30, [30]], [22, []]]], [[[43, [43]]], [[47, [47]]], [[21, [21]]], [[48, [48, 20]]], [[7, [7]]], [[46, [46]]], [[9, [9]]], [[12, [12]]], [[37, [37]]], [[39, [39]]], [[6, [6]]], [[30, [30]]]]];2;2;2
